inputs;outputs
0.0, 0.6898685228151585, 0.6940356312935708, 0.8853601859024013, 7.733952049497294E-4, 0.025522041763341066, 0.4954545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.6929621036349575, 0.7064291247095275, 0.8853601859024013, 0.0030935808197989174, 0.02474864655839134, 0.4909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.6960556844547564, 0.7064291247095275, 0.8853601859024013, 0.002320185614849188, 0.02397525135344161, 0.4909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.6991492652745553, 0.7064291247095275, 0.8853601859024013, 0.0015467904098994587, 0.02320185614849188, 0.4909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7022428460943542, 0.7064291247095275, 0.8853601859024013, 7.733952049497294E-4, 0.02242846094354215, 0.4909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7053364269141531, 0.7250193648334624, 0.8853601859024013, 0.0030935808197989174, 0.02165506573859242, 0.4863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.708430007733952, 0.7250193648334624, 0.8853601859024013, 0.002320185614849188, 0.02088167053364269, 0.4863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.711523588553751, 0.7250193648334624, 0.8853601859024013, 0.0015467904098994587, 0.020108275328692964, 0.4863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7146171693735499, 0.7250193648334624, 0.8853601859024013, 7.733952049497294E-4, 0.019334880123743233, 0.4863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7238979118329466, 0.7219209914794733, 0.8853601859024013, 0.0030935808197989174, 0.018561484918793503, 0.4818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7246713070378964, 0.7281177381874516, 0.8853601859024013, 0.002320185614849188, 0.019334880123743233, 0.4818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7254447022428461, 0.7281177381874516, 0.8853601859024013, 0.0015467904098994587, 0.020108275328692964, 0.4818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7262180974477959, 0.7281177381874516, 0.8853601859024013, 7.733952049497294E-4, 0.02088167053364269, 0.4818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7269914926527455, 0.7312161115414407, 0.8853601859024013, 0.0030935808197989174, 0.02165506573859242, 0.4772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7277648878576953, 0.7312161115414407, 0.8853601859024013, 0.002320185614849188, 0.02242846094354215, 0.4772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.728538283062645, 0.7312161115414407, 0.8853601859024013, 0.0015467904098994587, 0.02320185614849188, 0.4772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7293116782675947, 0.7312161115414407, 0.8853601859024013, 7.733952049497294E-4, 0.02397525135344161, 0.4772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7300850734725445, 0.7343144848954299, 0.8853601859024013, 0.0030935808197989174, 0.02474864655839134, 0.4727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7308584686774942, 0.7343144848954299, 0.8853601859024013, 0.002320185614849188, 0.025522041763341066, 0.4727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.731631863882444, 0.7343144848954299, 0.8853601859024013, 0.0015467904098994587, 0.026295436968290797, 0.4727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7324052590873936, 0.7343144848954299, 0.8853601859024013, 7.733952049497294E-4, 0.027068832173240527, 0.4727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7331786542923434, 0.737412858249419, 0.8853601859024013, 0.0030935808197989174, 0.027842227378190254, 0.4681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7339520494972931, 0.737412858249419, 0.8853601859024013, 0.002320185614849188, 0.028615622583139984, 0.4681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7347254447022429, 0.737412858249419, 0.8853601859024013, 0.0015467904098994587, 0.029389017788089715, 0.4681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7354988399071926, 0.737412858249419, 0.8853601859024013, 7.733952049497294E-4, 0.030162412993039442, 0.4681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7362722351121423, 0.7405112316034083, 0.8853601859024013, 0.0030935808197989174, 0.030935808197989172, 0.4636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.737045630317092, 0.7405112316034083, 0.8853601859024013, 0.002320185614849188, 0.0317092034029389, 0.4636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7378190255220418, 0.7405112316034083, 0.8853601859024013, 0.0015467904098994587, 0.03248259860788863, 0.4636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7385924207269915, 0.7405112316034083, 0.8853601859024013, 7.733952049497294E-4, 0.033255993812838364, 0.4636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7393658159319412, 0.8117738187451587, 0.8853601859024013, 0.009280742459396751, 0.03402938901778809, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.740139211136891, 0.8117738187451587, 0.8853601859024013, 0.010054137664346482, 0.03480278422273782, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7409126063418406, 0.8117738187451587, 0.8853601859024013, 0.01082753286929621, 0.03557617942768755, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7416860015467904, 0.8117738187451587, 0.8853601859024013, 0.01160092807424594, 0.03634957463263728, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7424593967517401, 0.8117738187451587, 0.8853601859024013, 0.01237432327919567, 0.037122969837587005, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7432327919566899, 0.8125484120836561, 0.8853601859024013, 0.01160092807424594, 0.03789636504253674, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7440061871616396, 0.8125484120836561, 0.8853601859024013, 0.01082753286929621, 0.038669760247486466, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7447795823665894, 0.8125484120836561, 0.8853601859024013, 0.010054137664346482, 0.03944315545243619, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.745552977571539, 0.8125484120836561, 0.8853601859024013, 0.009280742459396751, 0.04021655065738593, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7463263727764888, 0.8125484120836561, 0.8853601859024013, 0.008507347254447023, 0.040989945862335654, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7470997679814385, 0.8125484120836561, 0.8853601859024013, 0.007733952049497293, 0.04176334106728538, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7478731631863882, 0.8125484120836561, 0.8853601859024013, 0.0069605568445475635, 0.042536736272235115, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.748646558391338, 0.8125484120836561, 0.8853601859024013, 0.006187161639597835, 0.04331013147718484, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7494199535962877, 0.8125484120836561, 0.8853601859024013, 0.005413766434648105, 0.04408352668213457, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7501933488012374, 0.8125484120836561, 0.8853601859024013, 0.004640371229698376, 0.0448569218870843, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7509667440061871, 0.8125484120836561, 0.8853601859024013, 0.0038669760247486465, 0.04563031709203403, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7517401392111369, 0.8125484120836561, 0.8853601859024013, 0.0030935808197989174, 0.04640371229698376, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7525135344160866, 0.8125484120836561, 0.8853601859024013, 0.0038669760247486465, 0.04717710750193349, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7532869296210364, 0.8125484120836561, 0.8853601859024013, 0.004640371229698376, 0.04795050270688322, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7540603248259861, 0.8125484120836561, 0.8853601859024013, 0.005413766434648105, 0.048723897911832945, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7548337200309359, 0.8125484120836561, 0.8853601859024013, 0.006187161639597835, 0.04949729311678268, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7556071152358855, 0.8125484120836561, 0.8853601859024013, 0.0069605568445475635, 0.050270688321732405, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7563805104408353, 0.8125484120836561, 0.8853601859024013, 0.007733952049497293, 0.05104408352668213, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.757153905645785, 0.8125484120836561, 0.8892331525948877, 0.008507347254447023, 0.050270688321732405, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7579273008507347, 0.8125484120836561, 0.8892331525948877, 0.009280742459396751, 0.04949729311678268, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7587006960556845, 0.8125484120836561, 0.8892331525948877, 0.010054137664346482, 0.048723897911832945, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7594740912606341, 0.8125484120836561, 0.8892331525948877, 0.01082753286929621, 0.04795050270688322, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7602474864655839, 0.8125484120836561, 0.8892331525948877, 0.01160092807424594, 0.04717710750193349, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7610208816705336, 0.8125484120836561, 0.8892331525948877, 0.01237432327919567, 0.04640371229698376, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.7981438515081206, 0.8125484120836561, 0.8892331525948877, 0.013147718484145398, 0.04717710750193349, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.802784222737819, 0.8125484120836561, 0.8892331525948877, 0.013921113689095127, 0.04795050270688322, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8074245939675174, 0.8125484120836561, 0.8892331525948877, 0.014694508894044857, 0.048723897911832945, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8120649651972158, 0.8125484120836561, 0.8892331525948877, 0.015467904098994586, 0.04949729311678268, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8167053364269141, 0.8125484120836561, 0.8892331525948877, 0.016241299303944315, 0.050270688321732405, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8213457076566125, 0.8125484120836561, 0.8892331525948877, 0.017014694508894045, 0.05104408352668213, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8259860788863109, 0.8125484120836561, 0.8892331525948877, 0.017788089713843776, 0.051817478731631866, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8306264501160093, 0.8125484120836561, 0.8892331525948877, 0.018561484918793503, 0.05259087393658159, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8352668213457076, 0.8125484120836561, 0.8892331525948877, 0.019334880123743233, 0.051817478731631866, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.839907192575406, 0.8125484120836561, 0.8892331525948877, 0.020108275328692964, 0.05104408352668213, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8445475638051044, 0.8125484120836561, 0.8892331525948877, 0.02088167053364269, 0.050270688321732405, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8584686774941995, 0.8125484120836561, 0.8892331525948877, 0.02165506573859242, 0.04949729311678268, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8592420726991493, 0.9721146398140976, 0.8892331525948877, 0.02088167053364269, 0.048723897911832945, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.860015467904099, 0.9721146398140976, 0.8892331525948877, 0.020108275328692964, 0.04795050270688322, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8607888631090487, 0.9721146398140976, 0.8892331525948877, 0.019334880123743233, 0.04717710750193349, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8615622583139985, 0.9721146398140976, 0.8892331525948877, 0.018561484918793503, 0.04640371229698376, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8623356535189481, 0.9721146398140976, 0.8892331525948877, 0.017788089713843776, 0.04563031709203403, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.8631090487238979, 0.9721146398140976, 0.8892331525948877, 0.017014694508894045, 0.0448569218870843, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8638824439288476, 0.9721146398140976, 0.8892331525948877, 0.016241299303944315, 0.04408352668213457, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8646558391337974, 0.9721146398140976, 0.8892331525948877, 0.015467904098994586, 0.04331013147718484, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8654292343387471, 0.9721146398140976, 0.8892331525948877, 0.014694508894044857, 0.042536736272235115, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8662026295436969, 0.9721146398140976, 0.8892331525948877, 0.013921113689095127, 0.04176334106728538, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8669760247486465, 0.9721146398140976, 0.8892331525948877, 0.013147718484145398, 0.040989945862335654, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8677494199535963, 0.9721146398140976, 0.8892331525948877, 0.01237432327919567, 0.04021655065738593, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 0.0, 1.0, 0.0
0.0, 0.8723897911832946, 0.9721146398140976, 0.8892331525948877, 0.01160092807424594, 0.03944315545243619, 0.4590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.006187161639597835, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 0.0, 0.0, 0.0, 0.0;0.0, 0.0, 1.0, 0.0
